"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"TT_TU_MN009","1443","202012200900","8.2","1","0"
"TT_TU_MN009","1443","202012201000","9.7","1","0"
"TT_TU_MN009","1443","202012201100","11.4","1","0"
"TT_TU_MN009","1443","202012201200","11","1","0"
"TT_TU_MN009","1443","202012201300","10.7","1","0"
"TT_TU_MN009","1443","202012201400","10.5","1","0"
"TT_TU_MN009","1443","202012201500","10","1","0"
"TT_TU_MN009","1443","202012201600","9.8","1","0"
"TT_TU_MN009","1443","202012201700","9.7","1","0"
"TT_TU_MN009","1443","202012201800","9.6","1","0"
"TT_TU_MN009","1443","202012201900","9.5","1","0"
"TT_TU_MN009","1443","202012202000","9.6","1","0"
"TT_TU_MN009","1443","202012202100","10","1","0"
"TT_TU_MN009","1443","202012202200","9.8","1","0"
"TT_TU_MN009","1443","202012202300","9.6","1","0"
